PA14_ID	GeneName	Essentiality	KEGG_ID	COG_ID	FUNCTION
PA14_63320		Nonessential			
PA14_63330		Nonessential		COG0584	Energy production and conversion
PA14_63340		Nonessential			
PA14_63350		Nonessential		COG0456	General function prediction only
PA14_63360		Nonessential		COG2044	General function prediction only
PA14_63370		Nonessential		COG0509	Amino acid transport and metabolism
PA14_63380		Nonessential		COG2320	Function unknown
PA14_63390		Nonessential		COG0563	Nucleotide transport and metabolism
PA14_63410		Nonessential		COG2226	Coenzyme metabolism
PA14_63420		Nonessential			
PA14_63430		Nonessential			
PA14_63440		Nonessential		COG4974	"DNA replication, recombination, and repair"
PA14_63450		Nonessential		COG3668	General function prediction only
PA14_63470		Nonessential			
PA14_63480		Nonessential		COG0531	Amino acid transport and metabolism
PA14_63500		Nonessential		COG0161	Coenzyme metabolism
PA14_63520		Nonessential		COG2771	Transcription
PA14_63530	selB	Nonessential	K03833	COG3276	"Translation, ribosomal structure and biogenesis"
PA14_63540	selA	Nonessential	K01042	COG1921	seryl-tRNASer selenium transferase
PA14_63550	fdhE	Nonessential	K02380	COG3058	"Posttranslational modification, protein turnover, chaperones"
PA14_63570	fdnI	Nonessential	K00127	COG2864	Energy production and conversion
PA14_63580	fdnH	Nonessential	K00124	COG0437	Energy production and conversion
PA14_63605	fdnG	Nonessential	K00123	COG0243	Energy production and conversion
PA14_63620	lipC	Nonessential		COG1075	General function prediction only
PA14_63640	fadH2	Nonessential	K00219	COG1902	Energy production and conversion
PA14_63650		Nonessential		COG3238	Function unknown
PA14_63660		Nonessential			
PA14_63680		Nonessential		COG0727	General function prediction only
PA14_63700		Nonessential		COG1807	"Cell envelope biogenesis, outer membrane"
PA14_63710	gtrB	Nonessential		COG0463	"Cell envelope biogenesis, outer membrane"
PA14_63720		Nonessential			
PA14_63730		Nonessential		COG0534	Defense mechanisms
PA14_63740		Nonessential			
PA14_63750		Nonessential		COG1283	Inorganic ion transport and metabolism
PA14_63770		Nonessential			
PA14_63780		Nonessential			
PA14_63800	mgtA	Nonessential	K01531	COG0474	Inorganic ion transport and metabolism
PA14_63820		Nonessential			
PA14_63830		Nonessential		COG2162	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_63840		Nonessential		COG3556	Function unknown
PA14_63850	lpd3	Nonessential	K00382	COG1249	Energy production and conversion
PA14_63860		Nonessential		COG2050	"Secondary metabolites biosynthesis,    transport, and catabolism"
PA14_63880		Nonessential		COG1309	Transcription
PA14_63890		Nonessential		COG0300	General function prediction only
PA14_63900		Nonessential		COG1272	General function prediction only
PA14_63910		Nonessential		COG0697	Carbohydrate transport and metabolism / Amino acid transport and metabolism / General function prediction only
PA14_63920		Nonessential		COG4408	Function unknown
PA14_63940		Nonessential			
PA14_63960		Nonessential		COG1629	Inorganic ion transport and metabolism
PA14_63970		Nonessential		COG3503	Function unknown
PA14_63990	speA	Nonessential	K01585	COG1166	Amino acid transport and metabolism
PA14_64000		Essential		COG0023	"Translation, ribosomal structure and biogenesis"
PA14_64010		Nonessential		COG1443	Lipid metabolism
PA14_64030		Nonessential		COG5345	Function unknown
PA14_64050		Nonessential		COG3706	Signal transduction mechanisms
PA14_64060	ctpL	Nonessential		COG0840	Cell motility and secretion / Signal transduction mechanisms
PA14_64080	dipZ	Nonessential	K04084	COG4232	"Posttranslational modification, protein turnover, chaperones / Energy production and conversion"
PA14_64090	aroQ1	Nonessential	K03786	COG0757	Amino acid transport and metabolism
PA14_64100	accB	Essential	K02160	COG0511	Lipid metabolism
PA14_64110	accC	Essential	K01961	COG0439	Lipid metabolism
PA14_64120		Nonessential			
PA14_64140	prmA	Nonessential	K02687	COG2264	"Translation, ribosomal structure and biogenesis"
PA14_64170		Nonessential			
PA14_64180	yhdG	Nonessential	K05540	COG0042	"Translation, ribosomal structure and biogenesis"
PA14_64190	fis	Nonessential	K03557	COG2901	"Transcription / DNA replication, recombination, and repair"
PA14_64200	purH	Nonessential	K00602	COG0138	Nucleotide transport and metabolism
PA14_64220	purD	Nonessential	K01945	COG0151	Nucleotide transport and metabolism
PA14_64230	retS	Nonessential		COG0642	Signal transduction mechanisms
PA14_64240		Nonessential		COG2095	Intracellular trafficking and secretion
PA14_64260		Nonessential			
PA14_64270		Nonessential		COG0683	Amino acid transport and metabolism
PA14_64280		Nonessential		COG0559	Amino acid transport and metabolism
PA14_64290		Nonessential		COG4177	Amino acid transport and metabolism
PA14_64300		Nonessential		COG4674	General function prediction only
PA14_64310		Nonessential		COG0410	Amino acid transport and metabolism
PA14_64320		Nonessential		COG0456	General function prediction only
PA14_64335	ureD	Nonessential	K03190	COG0829	"Posttranslational modification, protein turnover, chaperones"
PA14_64350	ureA	Nonessential	K01430	COG0831	Amino acid transport and metabolism
PA14_64360	yncA	Nonessential	K03823	COG1247	"Cell envelope biogenesis, outer membrane"
PA14_64370	ureB	Nonessential	K01429	COG0832	Amino acid transport and metabolism
PA14_64390	ureC	Nonessential	K01428	COG0804	Amino acid transport and metabolism
PA14_64400		Nonessential			
PA14_64410	ybiI	Nonessential		COG1734	Signal transduction mechanisms
PA14_64420		Nonessential			
PA14_64430		Nonessential			
PA14_64440	bcpA	Nonessential	K01003	COG2513	Carbohydrate transport and metabolism
PA14_64450	yegD	Nonessential	K04046	COG0443	"Posttranslational modification, protein turnover, chaperones"
PA14_64460	psiF	Nonessential			
PA14_64470		Nonessential		COG2258	Function unknown
PA14_64480	osmE	Nonessential	K04064		
PA14_64490		Nonessential			
PA14_64500		Nonessential		COG3708	Function unknown
PA14_64510	yhjG	Nonessential	K07290	COG2982	"Cell envelope biogenesis, outer membrane"
PA14_64520		Nonessential		COG2193	Inorganic ion transport and metabolism
PA14_64530		Nonessential			
PA14_64540		Nonessential		COG2041	General function prediction only
PA14_64550		Nonessential		COG4117	Energy production and conversion
PA14_64560		Nonessential			
PA14_64570	irlR	Nonessential	K07665	COG0745	Signal transduction mechanisms / Transcription
PA14_64580		Nonessential		COG0642	Signal transduction mechanisms
PA14_64590		Nonessential			
PA14_64610		Nonessential		COG3239	Lipid metabolism
PA14_64620		Nonessential		COG1018	Energy production and conversion
PA14_64640		Nonessential		COG1309	Transcription
PA14_64650	ureE	Nonessential	K03187	COG2371	"Posttranslational modification, protein turnover, chaperones"
PA14_64660	ureF	Nonessential	K03188	COG0830	"Posttranslational modification, protein turnover, chaperones"
PA14_64670	ureG	Nonessential	K03189	COG0378	"Posttranslational modification, protein turnover, chaperones / Transcription"
PA14_64680	ureJ	Nonessential	K03192	COG2370	"Posttranslational modification, protein turnover, chaperones"
PA14_64690		Nonessential		COG3712	Inorganic ion transport and metabolism / Signal transduction mechanisms
PA14_64700		Nonessential		COG1595	Transcription
PA14_64710		Nonessential		COG1629	Inorganic ion transport and metabolism
PA14_64720	opdK	Nonessential			
PA14_64740	pchA	Nonessential	K00128	COG1012	Energy production and conversion
PA14_64750	benK	Nonessential	K05548	COG2814	Carbohydrate transport and metabolism
PA14_64770	mdlC	Nonessential	K01576	COG0028	"acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase"
PA14_64780		Nonessential		COG0583	Transcription
PA14_64790	vanK	Nonessential			
PA14_64800	vanA	Nonessential	K03862	COG4638	Inorganic ion transport and metabolism / General function prediction only
PA14_64810	vanB	Nonessential	K03863	COG1018	Energy production and conversion
PA14_64820	vanR	Nonessential	K11475	COG1802	Transcription
PA14_64840		Nonessential		COG4221	General function prediction only
PA14_64850		Nonessential		COG2423	Amino acid transport and metabolism
PA14_64860	livF	Nonessential	K01996	COG0410	Amino acid transport and metabolism
PA14_64870	braF	Nonessential	K01995	COG0411	Amino acid transport and metabolism
PA14_64880	braE	Nonessential	K01998	COG4177	Amino acid transport and metabolism
PA14_64890	braD	Nonessential	K01997	COG0559	Amino acid transport and metabolism
PA14_64900		Nonessential		COG0683	Amino acid transport and metabolism
PA14_64910		Nonessential		COG0583	Transcription
PA14_64920		Nonessential		COG0840	Cell motility and secretion / Signal transduction mechanisms
PA14_64930		Nonessential		COG1051	Nucleotide transport and metabolism
PA14_64940		Nonessential		COG1057	Coenzyme metabolism
PA14_64950	pncA	Nonessential	K08281	COG1335	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_64960	pncB1	Nonessential	K00763	COG1488	Coenzyme metabolism
PA14_64980	nadE	Essential	K01916	COG0171	Coenzyme metabolism
PA14_64990		Nonessential		COG3240	Lipid metabolism / General function prediction only
PA14_65000	azu	Nonessential		COG3241	Energy production and conversion
PA14_65010		Nonessential		COG1611	General function prediction only
PA14_65030		Nonessential		COG4942	Cell division and chromosome partitioning
PA14_65040		Nonessential		COG0668	"Cell envelope biogenesis, outer membrane"
PA14_65050		Nonessential		COG1305	Amino acid transport and metabolism
PA14_65060		Nonessential		COG2308	Function unknown
PA14_65080	ygiR	Nonessential		COG1032	Energy production and conversion
PA14_65090		Nonessential		COG2199	Signal    transduction mechanisms
PA14_65110	alr	Nonessential	K01775	COG0787	"Cell envelope biogenesis, outer membrane"
PA14_65130	dnaB	Essential	K02314	COG0305	"DNA replication, recombination, and repair"
PA14_65150	rplI	Nonessential	K02939	COG0359	"Translation, ribosomal structure and biogenesis"
PA14_65160		Nonessential			
PA14_65170	rpsR	Essential	K02963	COG0238	"Translation, ribosomal structure and biogenesis"
PA14_65180	rpsF	Essential	K02990	COG0360	"Translation, ribosomal structure and biogenesis"
PA14_65190	yjfH	Nonessential	K03218	COG0566	"Translation, ribosomal structure and biogenesis"
PA14_65200	rnr	Nonessential	K12573	COG0557	Transcription
PA14_65230	purA	Essential	K01939	COG0104	Nucleotide transport and metabolism
PA14_65250	hisX	Nonessential	K02502	COG3705	Amino acid transport and metabolism
PA14_65260		Nonessential		COG3242	Function unknown
PA14_65270	hflC	Nonessential	K04087	COG0330	"Posttranslational modification, protein turnover, chaperones"
PA14_65280	hflK	Nonessential	K04088	COG0330	"Posttranslational modification, protein turnover, chaperones"
PA14_65300	hflX	Nonessential	K03665	COG2262	General function prediction only
PA14_65310	hfq	Nonessential	K03666	COG1923	General function prediction only
PA14_65320	miaA	Nonessential	K00791	COG0324	"Translation, ribosomal structure and biogenesis"
PA14_65350	mutL	Nonessential	K03572	COG0323	"DNA replication, recombination, and repair"
PA14_65370	amiB	Nonessential	K01448	COG0860	"Cell envelope biogenesis, outer membrane"
PA14_65380		Nonessential		COG0802	General function prediction only
PA14_65390	yjeF	Nonessential	K17758;K17759	COG0063	Carbohydrate transport and metabolism
PA14_65400	yjeS	Nonessential		COG1600	Energy production and conversion
PA14_65410	orn	Essential	K13288	COG1949	RNA processing and modification
PA14_65420		Nonessential		COG1162	General function prediction only
PA14_65430	motB	Nonessential	K02557	COG1360	Cell motility and secretion
PA14_65450	motA	Nonessential	K02556	COG1291	Cell motility and secretion
PA14_65470		Nonessential			
PA14_65480	rhdA	Nonessential	K01011	COG2897	Inorganic ion transport and metabolism
PA14_65500	psd	Essential	K01613	COG0688	Lipid metabolism
PA14_65520		Nonessential			
PA14_65540	fimX	Nonessential		COG2200	Signal    transduction mechanisms
PA14_65560	serB	Nonessential	K01079	COG0560	Amino acid transport and metabolism
PA14_65570		Nonessential		COG3726	General function prediction only
PA14_65580	ybcI	Nonessential	K07038	COG1988	General function prediction only
PA14_65590		Nonessential		COG3009	Function unknown
PA14_65605	parC	Essential	K02621	COG0188	"DNA replication, recombination, and repair"
PA14_65630		Nonessential		COG3577	General function prediction only
PA14_65640		Nonessential			
PA14_65660	parE	Essential	K02622	COG0187	"DNA replication, recombination, and repair"
PA14_65670		Nonessential		COG3150	General function prediction only
PA14_65690	icc	Nonessential	K03651	COG1409	General function prediction only
PA14_65700		Nonessential		COG3151	Function unknown
PA14_65710	aspP	Nonessential	K01515	COG0494	"DNA replication, recombination, and repair / General function prediction only"
PA14_65720		Nonessential			
PA14_65740	thiC	Nonessential	K03147	COG0422	Coenzyme metabolism
PA14_65750	ompH	Nonessential	K12340	COG1538	"Cell envelope biogenesis, outer membrane / Intracellular trafficking and secretion"
PA14_65760		Nonessential		COG2249	General function prediction only
PA14_65770	aspC	Nonessential	K12252	COG0436	Amino acid transport and metabolism
PA14_65795		Nonessential		COG0028	"acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase"
PA14_65810		Nonessential		COG1042	Energy production and conversion
PA14_65820		Nonessential		COG1960	Lipid metabolism
PA14_65840		Nonessential		COG1024	Lipid metabolism
PA14_65850	rocE	Nonessential	K02205	COG0833	Amino acid transport and metabolism
PA14_65860		Nonessential		COG0642	Signal transduction mechanisms
PA14_65870		Nonessential		COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA14_65880	dmsR	Nonessential		COG0745	Signal transduction mechanisms / Transcription
PA14_65900		Nonessential		COG1309	Transcription
PA14_65920		Nonessential		COG0687	Amino acid transport and metabolism
PA14_65940		Nonessential		COG1902	Energy production and conversion
PA14_65950		Nonessential		COG1396	Transcription
PA14_65960	waaA	Essential	K02527	COG1519	"Cell envelope biogenesis, outer membrane"
PA14_65970		Nonessential		COG0583	Transcription
PA14_65990	qacH	Nonessential	K03297	COG2076	Inorganic ion transport and metabolism
PA14_66000		Essential		COG0578	Energy production and conversion
PA14_66010		Essential		COG0667	Energy production and conversion
PA14_66020		Nonessential			
PA14_66040		Nonessential		COG1960	Lipid metabolism
PA14_66050		Nonessential		COG1960	Lipid metabolism
PA14_66060	rfaE	Essential	K03272	COG2870	"Cell envelope biogenesis, outer membrane"
PA14_66080	msbA	Essential	K11085	COG1132	Defense mechanisms
PA14_66090		Essential			
PA14_66100		Nonessential		COG3307	"Cell envelope biogenesis, outer membrane"
PA14_66110		Essential		COG1215	"Cell envelope biogenesis, outer membrane"
PA14_66120		Nonessential		COG0438	"Cell envelope biogenesis, outer membrane"
PA14_66140		Nonessential			
PA14_66150		Nonessential			
PA14_66160		Nonessential		COG0438	"Cell envelope biogenesis, outer membrane"
PA14_66170		Nonessential		COG2192	"Posttranslational modification, protein turnover, chaperones"
PA14_66190		Essential			
PA14_66200	wapQ	Essential			
PA14_66210	waaX	Essential			
PA14_66220	waaP	Essential	K02848		
PA14_66230	waaG	Essential	K02844	COG0438	"Cell envelope biogenesis, outer membrane"
PA14_66240	waaC	Essential	K02841	COG0859	"Cell envelope biogenesis, outer membrane"
PA14_66250	waaF	Essential	K02843	COG0859	"Cell envelope biogenesis, outer membrane"
PA14_66260	ilvE	Nonessential	K00826	COG0115	Amino acid transport and metabolism / Coenzyme metabolism
PA14_66270	glnE	Nonessential	K00982	COG1391	"Posttranslational modification, protein turnover, chaperones / Signal transduction mechanisms"
PA14_66290	aceA	Nonessential	K00163	COG2609	Energy production and conversion
PA14_66310	aceF	Nonessential	K00627	COG0508	Energy production and conversion
PA14_66320		Nonessential		COG2200	Signal    transduction mechanisms
PA14_66330	msrA	Nonessential	K07304	COG0225	"Posttranslational modification, protein turnover, chaperones"
PA14_66340		Nonessential		COG2961	General function prediction only
PA14_66350		Nonessential		COG1960	Lipid metabolism
PA14_66380	ycgO	Nonessential	K11105	COG3263	Inorganic ion transport and metabolism
PA14_66400	aefA	Nonessential	K05802	COG3264	"Cell envelope biogenesis, outer membrane"
PA14_66410		Nonessential		COG0397	Function unknown
PA14_66420	ytnM	Nonessential	K07090	COG0730	General function prediction only
PA14_66440	metY	Nonessential	K01740	COG2873	Amino acid transport and metabolism
PA14_66450		Nonessential		COG2050	"Secondary metabolites biosynthesis,    transport, and catabolism"
PA14_66460		Nonessential		COG0589	Signal transduction mechanisms
PA14_66480		Nonessential		COG1192	Cell division and chromosome partitioning
PA14_66490	ynfL	Nonessential		COG0583	Transcription
PA14_66510	ynfM	Nonessential	K08224	COG2814	Carbohydrate transport and metabolism
PA14_66520		Nonessential		COG1028	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"
PA14_66530		Nonessential		COG2207	Transcription
PA14_66540		Nonessential			
PA14_66550	hemE	Essential	K01599	COG0407	Coenzyme metabolism
PA14_66560	gltD	Nonessential	K00266	COG0493	Amino acid transport and metabolism / General function prediction only
PA14_66570	gltB	Nonessential	K00265	COG0069	Amino acid transport and metabolism
PA14_66580		Nonessential		COG3267	Intracellular trafficking and secretion
PA14_66600	aroB	Nonessential	K01735	COG0337	Amino acid transport and metabolism
PA14_66610	aroK	Essential	K00891	COG0703	Amino acid transport and metabolism
PA14_66620	pilQ	Nonessential	K02666	COG4796	Intracellular trafficking and secretion
PA14_66630	pilP	Nonessential	K02665	COG3168	Cell motility and secretion / Intracellular trafficking and secretion
PA14_66640	pilO	Nonessential	K02664	COG3167	Cell motility and secretion / Intracellular trafficking and secretion
PA14_66650	pilN	Nonessential	K02663	COG3166	Cell motility and secretion / Intracellular trafficking and secretion
PA14_66660	pilM	Nonessential	K02662	COG4972	Cell motility and secretion / Intracellular trafficking and secretion
PA14_66670	ponA	Nonessential	K05366	COG5009	"Cell envelope biogenesis, outer membrane"
PA14_66680	maeB	Nonessential	K00029	COG0281	Energy production and conversion
PA14_66690		Nonessential		COG4784	General function prediction only
PA14_66700		Nonessential		COG1525	"DNA replication, recombination, and repair"
PA14_66710	rpmE	Nonessential	K02909	COG0254	"Translation, ribosomal structure and biogenesis"
PA14_66720	priA	Essential	K04066	COG1198	"DNA replication, recombination, and repair"
PA14_66750	argS	Essential	K01887	COG0018	"Translation, ribosomal structure and biogenesis"
PA14_66760		Nonessential		COG3087	Cell division and chromosome partitioning
PA14_66770	hslV	Nonessential	K01419	COG5405	"Posttranslational modification, protein turnover, chaperones"
PA14_66790	hslU	Nonessential	K03667	COG1220	"Posttranslational modification, protein turnover, chaperones"
PA14_66800		Nonessential		COG3536	Function unknown
PA14_66820	phaC1	Nonessential	K03821	COG3243	Lipid metabolism
PA14_66830	phaD	Nonessential		COG0596	General function prediction only
PA14_66840	phaC2	Nonessential	K03821	COG3243	Lipid metabolism
PA14_66850	phaD	Nonessential		COG1309	Transcription
PA14_66875	phaF	Nonessential			
PA14_66880	phaI	Nonessential			
PA14_66890		Nonessential			
PA14_66900	ubiE	Essential	K03183	COG2226	Coenzyme metabolism
PA14_66910		Nonessential		COG3165	Function unknown
PA14_66920	ubiB	Essential	K03688	COG0661	General function prediction only
PA14_66940	hisI	Nonessential	K01496	COG0139	Amino acid transport and metabolism
PA14_66950	hisE	Nonessential	K01523	COG0140	Amino acid transport and metabolism
PA14_66960	tatA	Nonessential	K03116	COG1826	Intracellular trafficking and secretion
PA14_66970	tatB	Nonessential	K03117	COG1826	Intracellular trafficking and secretion
PA14_66980	tatC	Nonessential	K03118	COG0805	Intracellular trafficking and secretion
PA14_66990		Nonessential		COG1385	Function unknown
PA14_67010		Nonessential		COG0840	Cell motility and secretion / Signal transduction mechanisms
PA14_67020		Nonessential			
PA14_67030		Nonessential		COG1126	Amino acid transport and metabolism
PA14_67040		Nonessential		COG0765	Amino acid transport and metabolism
PA14_67050		Nonessential		COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA14_67065	mdoH	Nonessential	K03669	COG2943	"Cell envelope biogenesis, outer membrane"
PA14_67090	mdoG	Nonessential	K03670	COG3131	Inorganic ion transport and metabolism
PA14_67100	dtD	Nonessential	K07560	COG1490	"Translation, ribosomal structure and biogenesis"
PA14_67110	pap	Nonessential	K01259	COG0596	General function prediction only
PA14_67120		Nonessential		COG1051	Nucleotide transport and metabolism
PA14_67130	ybeJ	Nonessential	K10001	COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA14_67140		Nonessential		COG0251	"Translation, ribosomal structure and biogenesis"
PA14_67150		Nonessential		COG0665	Amino acid transport and metabolism
PA14_67170		Nonessential		COG0583	Transcription
PA14_67180		Nonessential		COG0790	General function prediction only
PA14_67190		Nonessential		COG0790	General function prediction only
PA14_67200		Nonessential		COG0790	General function prediction only
PA14_67210		Nonessential		COG0790	General function prediction only
PA14_67220		Nonessential		COG1502	Lipid metabolism
PA14_67230		Nonessential		COG3501	Function unknown
PA14_67240	hutG	Nonessential	K01479	COG3741	Amino acid transport and metabolism
PA14_67250	hutI	Nonessential	K01468	COG1228	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_67260		Nonessential		COG2986	Amino acid transport and metabolism
PA14_67270	proV	Nonessential	K02000	COG4175	Amino acid transport and metabolism
PA14_67280	proW	Nonessential	K02001	COG4176	Amino acid transport and metabolism
PA14_67300	proX	Nonessential	K02002	COG2113	Amino acid transport and metabolism
PA14_67310	hutT	Nonessential	K11736	COG1113	Amino acid transport and metabolism
PA14_67320	hutH	Nonessential	K01745	COG2986	Amino acid transport and metabolism
PA14_67340	codB	Nonessential	K03457	COG1457	Nucleotide transport and metabolism
PA14_67350	hutU	Nonessential	K01712	COG2987	Amino acid transport and metabolism
PA14_67370		Nonessential		COG3221	Inorganic ion transport and metabolism
PA14_67380		Nonessential		COG3239	Lipid metabolism
PA14_67400		Nonessential		COG2113	Amino acid transport and metabolism
PA14_67410		Nonessential		COG3758	Function unknown
PA14_67420	hutC	Nonessential	K05836	COG2188	Transcription
PA14_67440		Nonessential		COG0402	Nucleotide transport and metabolism / General function prediction only
PA14_67450	blc	Nonessential	K03098	COG3040	"Cell envelope biogenesis, outer membrane"
PA14_67460		Nonessential			
PA14_67470		Nonessential		COG3803	Function unknown
PA14_67490	fbp	Essential	K03841	COG0158	Carbohydrate transport and metabolism
PA14_67500	gloA3	Nonessential	K01759	COG0346	Amino acid transport and metabolism
PA14_67510	estA	Nonessential	K12686	COG3240	Lipid metabolism / General function prediction only
PA14_67520		Nonessential			
PA14_67530		Nonessential		COG5373	Function unknown
PA14_67540		Nonessential			
PA14_67550		Nonessential		COG0789	Transcription
PA14_67560	typA	Nonessential	K06207	COG1217	Signal transduction mechanisms
PA14_67580	thiI	Nonessential	K03151	COG0301	Coenzyme metabolism
PA14_67600	glnA	Essential	K01915	COG0174	Amino acid transport and metabolism
PA14_67620		Nonessential			
PA14_67630		Nonessential		COG0668	"Cell envelope biogenesis, outer membrane"
PA14_67640		Nonessential			
PA14_67650		Nonessential			
PA14_67670	ntrB	Nonessential	K07708	COG3852	Signal transduction mechanisms
PA14_67680	ntrC	Nonessential	K07712	COG2204	Signal transduction mechanisms
PA14_67700		Nonessential			
PA14_67710	trmH	Nonessential	K03216	COG0219	"Translation, ribosomal structure and biogenesis"
PA14_67720	secB	Nonessential	K03071	COG1952	Intracellular trafficking and secretion
PA14_67740	grx	Nonessential	K03676	COG0695	"Posttranslational modification, protein turnover, chaperones"
PA14_67750	yigN	Nonessential		COG0607	Inorganic ion transport and metabolism
PA14_67770	pgm	Essential	K15633	COG0696	Carbohydrate transport and metabolism
PA14_67780		Nonessential		COG1266	General function prediction only
PA14_67790		Nonessential		COG4942	Cell division and chromosome partitioning
PA14_67810	ctpA	Nonessential	K03797	COG0793	"Cell envelope biogenesis, outer membrane"
PA14_67820		Nonessential		COG2861	Function unknown
PA14_67830		Nonessential			
PA14_67840		Nonessential		COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA14_67850		Nonessential		COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA14_67860		Nonessential		COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA14_67880	hisF1	Nonessential	K02500	COG0107	Amino acid transport and metabolism
PA14_67890	hisA	Nonessential	K01814	COG0106	Amino acid transport and metabolism
PA14_67900		Nonessential		COG5460	Function unknown
PA14_67920	hisH1	Nonessential	K02501	COG0118	Amino acid transport and metabolism
PA14_67930	hisB	Nonessential	K01693	COG0131	Amino acid transport and metabolism
PA14_67940		Nonessential			
PA14_67960		Nonessential			
PA14_67970		Nonessential		COG0579	General function prediction only
PA14_67975		Nonessential		COG2982	"Cell envelope biogenesis, outer membrane"
PA14_67990	mutY	Nonessential	K03575	COG1194	"DNA replication, recombination, and repair"
PA14_68000		Nonessential		COG2924	Function unknown
PA14_68010		Nonessential			
PA14_68020		Nonessential			
PA14_68040	fixR	Nonessential		COG1028	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"
PA14_68050		Nonessential		COG2928	Function unknown
PA14_68060		Nonessential		COG4598	Amino acid transport and metabolism
PA14_68070		Nonessential		COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA14_68080		Nonessential		COG4215	Amino acid transport and metabolism
PA14_68090		Nonessential		COG4160	Amino acid transport and metabolism
PA14_68100		Nonessential			
PA14_68110		Nonessential		COG1846	Transcription
PA14_68120	opmG	Nonessential		COG1538	"Cell envelope biogenesis, outer membrane / Intracellular trafficking and secretion"
PA14_68130	emrA	Nonessential	K03543	COG1566	Defense mechanisms
PA14_68140	emrB	Nonessential	K03446	COG2814	Carbohydrate transport and metabolism
PA14_68170	rmlB	Essential	K01710	COG1088	"Cell envelope biogenesis, outer membrane"
PA14_68190	rmlD	Essential	K00067	COG1091	"Cell envelope biogenesis, outer membrane"
PA14_68200	rmlA	Essential	K00973	COG1209	"Cell envelope biogenesis, outer membrane"
PA14_68210	rmlC	Essential	K01790	COG1898	"Cell envelope biogenesis, outer membrane"
PA14_68230		Nonessential		COG4191	Signal transduction mechanisms
PA14_68250		Nonessential		COG2204	Signal transduction mechanisms
PA14_68260		Nonessential		COG1638	Carbohydrate transport and metabolism
PA14_68280		Nonessential		COG3090	Carbohydrate transport and metabolism
PA14_68290		Nonessential		COG1593	Carbohydrate transport and metabolism
PA14_68300	arcD	Nonessential	K03758	COG0531	Amino acid transport and metabolism
PA14_68330	arcA	Nonessential	K01478	COG2235	Amino acid transport and metabolism
PA14_68340	arcB	Nonessential	K00611	COG0078	Amino acid transport and metabolism
PA14_68350	arcC	Nonessential	K00926	COG0549	Amino acid transport and metabolism
PA14_68360		Essential		COG0304	"Lipid metabolism / Secondary metabolites biosynthesis, transport, and catabolism"
PA14_68370	cysQ	Nonessential	K01082	COG1218	Inorganic ion transport and metabolism
PA14_68380	nudE	Nonessential	K08312	COG0494	"DNA replication, recombination, and repair / General function prediction only"
PA14_68390		Nonessential		COG1011	General function prediction only
PA14_68400	ygaU	Nonessential		COG1652	Function unknown
PA14_68420		Nonessential		COG0583	Transcription
PA14_68430	fdhD	Nonessential	K02379	COG1526	Energy production and conversion
PA14_68440		Nonessential		COG0243	Energy production and conversion
PA14_68450		Nonessential			
PA14_68460		Nonessential			
PA14_68470		Nonessential		COG1551	Signal transduction mechanisms
PA14_68480		Nonessential		COG1605	Amino acid transport and metabolism
PA14_68490		Nonessential		COG0824	General function prediction only
PA14_68500	attL	Nonessential		COG1454	Energy production and conversion
PA14_68510		Nonessential		COG1960	Lipid metabolism
PA14_68530		Nonessential		COG1250	Lipid metabolism
PA14_68550		Nonessential		COG0583	Transcription
PA14_68560	drgA	Nonessential		COG0778	Energy production and conversion
PA14_68570		Nonessential			
PA14_68580	pckA	Nonessential	K01610	COG1866	Energy production and conversion
PA14_68610	hslO	Nonessential	K04083	COG1281	"Posttranslational modification, protein turnover, chaperones"
PA14_68620		Nonessential		COG0671	Lipid metabolism
PA14_68630	hslR	Nonessential	K04762	COG1188	"Translation, ribosomal structure and biogenesis"
PA14_68640		Nonessential		COG4067	"Posttranslational modification, protein turnover, chaperones"
PA14_68660	rimK	Nonessential	K05844	COG0189	"Coenzyme metabolism / Translation, ribosomal structure and biogenesis"
PA14_68670		Nonessential		COG1619	Defense mechanisms
PA14_68680	envZ	Nonessential	K07638	COG0642	Signal transduction mechanisms
PA14_68700	ompR	Nonessential	K07659	COG0745	Signal transduction mechanisms / Transcription
PA14_68710	tex	Nonessential	K06959	COG2183	Transcription
PA14_68720		Nonessential		COG2050	"Secondary metabolites biosynthesis,    transport, and catabolism"
PA14_68730	gshA	Nonessential	K01919	COG2918	Coenzyme metabolism
PA14_68740	argA	Nonessential	K14682	COG0548	Amino acid transport and metabolism
